mainid,lastname,result,n_lastname,jeiba_lastname,n_lastname_2,n,N,k
2,  語文教育,語文(Na) 教育(Na),語文 教育,    語文 教育,語文 教育,33,96,1
2,  幼保,,幼保,    幼保,,34,96,1
2,教育政策與行政學系,教育(Na) 政策(Na) 行政學系(Na),教育 政策 行政學系,教育 政策 與 行政 學系,教育 政策 行政學系,35,96,1
2,  特殊教育,特殊(VH) 教育(Na),特殊 教育,    特殊教育,特殊 教育,36,96,1
2,  初等教育,教育(Na),教育,    初等教育,教育,37,96,1
2,語文教育,語文(Na) 教育(Na),語文 教育,語文 教育,語文 教育,38,96,1
2,  教育學,教育學(Na),教育學,    教育 學,教育學,39,96,1
2,特殊教育學,特殊(VH) 教育(Na),特殊 教育,特殊教育 學,特殊 教育,40,96,1
2,教育系,教育系(Nc),教育系,教育系,教育系,41,96,1
2,數位學習設計管理學系 ,學習(VC) 設計(Na) 管理(Na) 學系(Na),學習 設計 管理 學系,數位 學習 設計 管理 學系  ,學習 設計 管理 學系,42,96,1
2,特教系,特教系(Nc),特教系,特教 系,特教系,43,96,1
2,體育系,體育系(Nc),體育系,體育系,體育系,44,96,1
2,體育學系,體育(Na) 學系(Na),體育 學系,體育 學系,體育 學系,45,96,1
2,  數理教育,數理(Na) 教育(Na),數理 教育,    數理 教育,數理 教育,46,96,1
2,  社會科教育,社會科(Na) 教育(Na),社會科 教育,    社會科 教育,社會科 教育,47,96,1
2,  體育,體育(Na),體育,    體育,體育,48,96,1
2,  特教,特教(Na),特教,    特教,特教,49,96,1
3,  美術,美術(Na),美術,    美術,美術,1,190,1
3,動畫,動畫(Na),動畫,動畫,動畫,2,190,1
3,傳統音樂學系 ,傳統(VH) 音樂(Na) 學系(Na),傳統 音樂 學系,傳統 音樂學系  ,傳統 音樂 學系,3,190,1
3,視覺傳達設計,視覺(Na) 傳達(VD) 設計(Na),視覺 傳達 設計,視覺 傳達 設計,視覺 傳達 設計,4,190,1
3,視覺傳達設計,視覺(Na) 傳達(VD) 設計(Na),視覺 傳達 設計,視覺 傳達 設計,視覺 傳達 設計,5,190,1
3,音樂學系,音樂(Na) 學系(Na),音樂 學系,音樂學系,音樂 學系,6,190,1
3,產品與媒體設計系,產品(Na) 媒體(Na) 設計系(Na),產品 媒體 設計系,產品 與 媒體 設計系,產品 媒體 設計系,7,190,1
3,  時覺傳達,時覺(Ng) 傳達(VD),時覺 傳達,    時覺 傳達,時覺 傳達,8,190,1
3,創意產品與遊戲設計,創意(Na) 產品(Na) 遊戲(Na) 設計(Na),創意 產品 遊戲 設計,創意 產品 與 遊戲 設計,創意 產品 遊戲 設計,9,190,1
3,視覺傳達設計系,視覺(Na) 傳達(VD) 設計系(Nc),視覺 傳達 設計系,視覺 傳達 設計系,視覺 傳達 設計系,10,190,1
3,  室內設計,設計(Na),設計,    室內 設計,設計,11,190,1
3,數位媒體設計系,媒體(Na) 設計系(Na),媒體 設計系,數位 媒體 設計系,媒體 設計系,12,190,1
3,數位媒體設計系,媒體(Na) 設計系(Na),媒體 設計系,數位 媒體 設計系,媒體 設計系,13,190,1
3,舞蹈系,舞蹈系(Nc),舞蹈系,舞蹈系,舞蹈系,14,190,1
3,室內設計,設計(Na),設計,室內 設計,設計,15,190,1
3,音樂系,音樂系(Nc),音樂系,音樂系,音樂系,16,190,1
3,  戲劇,戲劇(Na),戲劇,    戲劇,戲劇,17,190,1
3,  商業設計,商業(Na) 設計(Na),商業 設計,    商業 設計,商業 設計,18,190,1
3,工藝設計 ,工藝(Na) 設計(Na),工藝 設計,工藝 設計  ,工藝 設計,19,190,1
3,  美術,美術(Na),美術,    美術,美術,20,190,1
3,  商品設計,商品(Na) 設計(Na),商品 設計,    商品 設計,商品 設計,21,190,1
3,  音樂,音樂(Na),音樂,    音樂,音樂,22,190,1
3,  商業設計,商業(Na) 設計(Na),商業 設計,    商業 設計,商業 設計,23,190,1
3,  視覺傳達,視覺(Na) 傳達(VD),視覺 傳達,    視覺 傳達,視覺 傳達,24,190,1
3,音樂系,音樂系(Nc),音樂系,音樂系,音樂系,25,190,1
3,造形藝術學系,造形(Na) 藝術(Na) 學系(Na),造形 藝術 學系,造形 藝術 學系,造形 藝術 學系,26,190,1
3,  視覺傳達設計,視覺(Na) 傳達(VD) 設計(Na),視覺 傳達 設計,    視覺 傳達 設計,視覺 傳達 設計,27,190,1
3,商品設計系,商品(Na) 設計(Nc),商品 設計,商品 設計系,商品 設計,28,190,1
3,創意產品科技應用系,創意(Na) 產品(Na) 科技(Na) 應用(Na),創意 產品 科技 應用,創意 產品 科技 應用系,創意 產品 科技 應用,29,190,1
3,流行工藝設計,流行(VH) 工藝(Na) 設計(Na),流行 工藝 設計,流行 工藝 設計,流行 工藝 設計,30,190,1
3,  工業設計,工業(Na) 設計(Na),工業 設計,    工業 設計,工業 設計,31,190,1
3,媒體設計學系,媒體(Na) 設計(Na) 學系(Na),媒體 設計 學系,媒體 設計 學系,媒體 設計 學系,32,190,1
3,視傳系商品設計組,傳系(Na) 商品(Na) 設計組(Nc),傳系 商品 設計組,視傳系 商品 設計組,傳系 商品 設計組,33,190,1
3,商業設計系 ,商業(Na) 設計系(Nc),商業 設計系,商業 設計系  ,商業 設計系,34,190,1
3,視覺傳達設計系(動畫組),視覺(Na) 傳達(VD) 設計系(Na) 動畫組(Nc),視覺 傳達 設計系 動畫組,視覺 傳達 設計系 ( 動畫組 ),視覺 傳達 設計系 動畫組,35,190,1
3,  視覺傳播,視覺(Na) 傳播(VC),視覺 傳播,    視覺 傳播,視覺 傳播,36,190,1
3,  視覺傳達,視覺(Na) 傳達(VD),視覺 傳達,    視覺 傳達,視覺 傳達,37,190,1
3,流行設計系,流行(VH) 設計系(Nc),流行 設計系,流行 設計系,流行 設計系,38,190,1
3,音樂系,音樂系(Nc),音樂系,音樂系,音樂系,39,190,1
3,室內設計系,設計(Nc),設計,室內 設計系,設計,40,190,1
3,工業設計學系,工業(Na) 設計(Na) 學系(Na),工業 設計 學系,工業 設計 學系,工業 設計 學系,41,190,1
3,商業設計系,商業(Na) 設計系(Nc),商業 設計系,商業 設計系,商業 設計系,42,190,1
3,遊戲動化學程系 ,遊戲(Na) 動化(VHC) 學程(Nc),遊戲 動化 學程,遊戲 動化 學程系  ,遊戲 動化 學程,43,190,1
3,時尚設計與管理,時尚(Na) 設計(Na) 管理(Na),時尚 設計 管理,時尚 設計 與 管理,時尚 設計 管理,44,190,1
3,數位媒體 ,媒體(Na),媒體,數位 媒體  ,媒體,45,190,1
3,視學傳達設計系,傳達(VD) 設計系(Nc),傳達 設計系,視學 傳達 設計系,傳達 設計系,46,190,1
3,視覺傳達科 ,視覺(Na) 傳達(VD),視覺 傳達,視覺 傳達科  ,視覺 傳達,47,190,1
3,情報設計系(台灣算平面設計),情報(Na) 設計系(Nc) 台灣(Nc) 平面(Na) 設計(Na),情報 設計系 台灣 平面 設計,情報 設計系 ( 台灣算 平面 設計 ),情報 設計系 台灣 平面 設計,48,190,1
3,商設系,商設系(Nc),商設系,商設系,商設系,49,190,1
4,  應用外語,應用(Na) 外語(Na),應用 外語,    應用 外語,應用 外語,1,295,1
4,應用英語系,應用(Na) 英語系(Nc),應用 英語系,應用 英語系,應用 英語系,2,295,1
4,台灣語文學系,台灣(Nc) 語文(Na) 學系(Na),台灣 語文 學系,台灣語 文學系,台灣 語文 學系,3,295,1
4,  應用英語,應用(Na) 英語(Na),應用 英語,    應用 英語,應用 英語,4,295,1
4,應用英語系,應用(Na) 英語系(Nc),應用 英語系,應用 英語系,應用 英語系,5,295,1
4,中文系,中文系(Nc),中文系,中文系,中文系,6,295,1
4,应用英語系,应用(VC) 英語系(Nc),应用 英語系,应用 英語系,应用 英語系,7,295,1
4,宗教文化與組織管理,宗教(Na) 文化(Na) 組織(Na) 管理(Na),宗教 文化 組織 管理,宗教 文化 與 組織 管理,宗教 文化 組織 管理,8,295,1
4,  台灣文學,台灣(Nc) 文學(Na),台灣 文學,    台灣 文學,台灣 文學,9,295,1
4,生態人文學系,生態(Na) 人文(Na) 學系(Na),生態 人文 學系,生態 人文 學系,生態 人文 學系,10,295,1
4,應用日文,應用(Na) 日文(Na),應用 日文,應用 日文,應用 日文,11,295,1
4,日文系,日文系(Nc),日文系,日文系,日文系,12,295,1
4,  中文,中文(Na),中文,    中文,中文,13,295,1
4,中國文學系,中國(Nc) 文學系(Nc),中國 文學系,中國 文學系,中國 文學系,14,295,1
4,應用外語系,應用(Na) 外語系(Nc),應用 外語系,應用 外 語系,應用 外語系,15,295,1
4,英文系,英文系(Nc),英文系,英文系,英文系,16,295,1
4,應用外語系,應用(Na) 外語系(Nc),應用 外語系,應用 外 語系,應用 外語系,17,295,1
4,翻譯系,翻譯系(Nc),翻譯系,翻譯系,翻譯系,18,295,1
4,  日文,日文(Na),日文,    日文,日文,19,295,1
4,應用華語系,應用(Na) 華語系(Nc),應用 華語系,應用 華語系,應用 華語系,20,295,1
4,  人類學,人類學(Na),人類學,    人類學,人類學,21,295,1
4,  日文,日文(Na),日文,    日文,日文,22,295,1
4,  外文,外文(Na),外文,    外文,外文,23,295,1
4,中國語文學系,中國(Nc) 語文(Na) 學系(Na),中國 語文 學系,中國語 文學系,中國 語文 學系,24,295,1
4,  外語系英語教學組,外語系(Nc) 英語(Na) 教學組(Nc),外語系 英語 教學組,    外語 系英語 教學組,外語系 英語 教學組,25,295,1
4,  日本語文,日本(Nc) 語文(Na),日本 語文,    日本 語文,日本 語文,26,295,1
4,應用外語系,應用(Na) 外語系(Nc),應用 外語系,應用 外 語系,應用 外語系,27,295,1
4,  法文,法文(Na),法文,    法文,法文,28,295,1
4,中文系,中文系(Nc),中文系,中文系,中文系,29,295,1
4,  社會,社會(Na),社會,    社會,社會,30,295,1
4,  國文,國文(Na),國文,    國文,國文,31,295,1
4,日文系,日文系(Nc),日文系,日文系,日文系,32,295,1
4,西班牙文,西班牙文(Na),西班牙文,西班牙文,西班牙文,33,295,1
4,外國語文學系,外國(Nc) 語文(Na) 學系(Na),外國 語文 學系,外國語 文學系,外國 語文 學系,34,295,1
4,  外語,外語(Na),外語,    外語,外語,35,295,1
4,  應用外語,應用(Na) 外語(Na),應用 外語,    應用 外語,應用 外語,36,295,1
4,  中文,中文(Na),中文,    中文,中文,37,295,1
4,歷史學系,歷史(Na) 學系(Na),歷史 學系,歷史 學系,歷史 學系,38,295,1
4,西班牙文,西班牙文(Na),西班牙文,西班牙文,西班牙文,39,295,1
4,  應用外語,應用(Na) 外語(Na),應用 外語,    應用 外語,應用 外語,40,295,1
4,應用英語科,應用(Na) 英語科(Na),應用 英語科,應用 英語科,應用 英語科,41,295,1
4,日文系,日文系(Nc),日文系,日文系,日文系,42,295,1
4,英文系,英文系(Nc),英文系,英文系,英文系,43,295,1
4,  日文,日文(Na),日文,    日文,日文,44,295,1
4,哲學,哲學(Na),哲學,哲學,哲學,45,295,1
4,歷史系,歷史系(Nc),歷史系,歷史系,歷史系,46,295,1
4,應用日語系,應用(Na) 日語系(Nc),應用 日語系,應用 日 語系,應用 日語系,47,295,1
4,應用日語系,應用(Na) 日語系(Nc),應用 日語系,應用 日 語系,應用 日語系,48,295,1
4,日文系,日文系(Nc),日文系,日文系,日文系,49,295,1
4,  嬰用外語,嬰用(Na) 外語(Na),嬰用 外語,    嬰用 外語,嬰用 外語,50,295,1
4,  歷史,歷史(Na),歷史,    歷史,歷史,51,295,1
4,  國文,國文(Na),國文,    國文,國文,52,295,1
4,法國語文學系,法國(Nc) 語文(Na) 學系(Na),法國 語文 學系,法國語 文學系,法國 語文 學系,53,295,1
4,華語文學系,華語文(Nc) 學系(Na),華語文 學系,華語 文學系,華語文 學系,54,295,1
4,哲學系,哲學系(Nc),哲學系,哲學系,哲學系,55,295,1
4,應用外語,應用(Na) 外語(Na),應用 外語,應用 外語,應用 外語,56,295,1
4,歷史系 ,歷史系(Nc),歷史系,歷史系  ,歷史系,57,295,1
4,英語學系,英語(Na) 學系(Na),英語 學系,英語 學系,英語 學系,58,295,1
4,應用外語系,應用(Na) 外語系(Nc),應用 外語系,應用 外 語系,應用 外語系,59,295,1
4,日文,日文(Na),日文,日文,日文,60,295,1
4,  英語,英語(Na),英語,    英語,英語,61,295,1
4,應用外語系,應用(Na) 外語系(Nc),應用 外語系,應用 外 語系,應用 外語系,62,295,1
4,  應用外語,應用(Na) 外語(Na),應用 外語,    應用 外語,應用 外語,63,295,1
4,國文系,國文系(Nc),國文系,國文系,國文系,64,295,1
4,日文學系,日文(Na) 學系(Na),日文 學系,日文 學系,日文 學系,65,295,1
4,應用外語系 ,應用(Na) 外語系(Nc),應用 外語系,應用 外 語系  ,應用 外語系,66,295,1
4,英文,英文(Na),英文,英文,英文,67,295,1
4,英文系,英文系(Nc),英文系,英文系,英文系,68,295,1
4,  日本與文學系,日本(Nc) 文學系(Nc),日本 文學系,    日本 與 文學系,日本 文學系,69,295,1
4,  德文,德文(Na),德文,    德文,德文,70,295,1
4,  英文,英文(Na),英文,    英文,英文,71,295,1
4,應用英文系 ,應用(Na) 英文系(Nc),應用 英文系,應用 英文系  ,應用 英文系,72,295,1
4,中文 ,中文(Na),中文,中文  ,中文,73,295,1
4,應用外文系,應用(Na) 外文系(Nc),應用 外文系,應用 外文系,應用 外文系,74,295,1
4,英文系,英文系(Nc),英文系,英文系,英文系,75,295,1
4,應用英語系,應用(Na) 英語系(Nc),應用 英語系,應用 英語系,應用 英語系,76,295,1
4,應用日語系,應用(Na) 日語系(Nc),應用 日語系,應用 日 語系,應用 日語系,77,295,1
4,歷史系,歷史系(Nc),歷史系,歷史系,歷史系,78,295,1
4,應用日語系,應用(Na) 日語系(Nc),應用 日語系,應用 日 語系,應用 日語系,79,295,1
4,應用英文,應用(Na) 英文(Na),應用 英文,應用 英文,應用 英文,80,295,1
4,  外文,外文(Na),外文,    外文,外文,81,295,1
4,應用外語系,應用(Na) 外語系(Nc),應用 外語系,應用 外 語系,應用 外語系,82,295,1
4,  應用英文,應用(Na) 英文(Na),應用 英文,    應用 英文,應用 英文,83,295,1
4,歷史系,歷史系(Nc),歷史系,歷史系,歷史系,84,295,1
4,應用外語日文,應用(Na) 外語(Na) 日文(Na),應用 外語 日文,應用 外語 日文,應用 外語 日文,85,295,1
4,中國文學,中國(Nc) 文學(Na),中國 文學,中國 文學,中國 文學,86,295,1
4,  哲學,哲學(Na),哲學,    哲學,哲學,87,295,1
4,  中文,中文(Na),中文,    中文,中文,88,295,1
4,應用日文系,應用(Na) 日文系(Nc),應用 日文系,應用 日文系,應用 日文系,89,295,1
4,外國語文學系,外國(Nc) 語文(Na) 學系(Na),外國 語文 學系,外國語 文學系,外國 語文 學系,90,295,1
4,宗教,宗教(Na),宗教,宗教,宗教,91,295,1
4,  中文,中文(Na),中文,    中文,中文,92,295,1
4,英美語文學系,美語(Nc) 文學系(Na),美語 文學系,英美 語文學系,美語 文學系,93,295,1
4,應用日文系 ,應用(Na) 日文系(Nc),應用 日文系,應用 日文系  ,應用 日文系,94,295,1
4,應用外語系,應用(Na) 外語系(Nc),應用 外語系,應用 外 語系,應用 外語系,95,295,1
4,歐洲語文系,歐洲(Nc) 語文系(Nc),歐洲 語文系,歐洲 語文系,歐洲 語文系,96,295,1
4,  日文,日文(Na),日文,    日文,日文,97,295,1
4,日文,日文(Na),日文,日文,日文,98,295,1
4,西班牙文,西班牙文(Na),西班牙文,西班牙文,西班牙文,99,295,1
4,  應用英語,應用(Na) 英語(Na),應用 英語,    應用 英語,應用 英語,100,295,1
4,國語文學系,國語文(Na) 學系(Na),國語文 學系,國語 文學系,國語文 學系,101,295,1
4,英國語文 ,英國(Nc) 語文(Na),英國 語文,英國 語文  ,英國 語文,102,295,1
4,應用日文系,應用(Na) 日文系(Nc),應用 日文系,應用 日文系,應用 日文系,103,295,1
4,歷史系,歷史系(Nc),歷史系,歷史系,歷史系,104,295,1
4,英語系,英語系(Nc),英語系,英語系,英語系,105,295,1
4,應用外語系,應用(Na) 外語系(Nc),應用 外語系,應用 外 語系,應用 外語系,106,295,1
4,  英美語文學,美語(Nc) 文學(Na),美語 文學,    英美 語文學,美語 文學,107,295,1
4,應用日文系,應用(Na) 日文系(Nc),應用 日文系,應用 日文系,應用 日文系,108,295,1
4,  應用外語,應用(Na) 外語(Na),應用 外語,    應用 外語,應用 外語,109,295,1
4,哲學系,哲學系(Nc),哲學系,哲學系,哲學系,110,295,1
4,  應用英文,應用(Na) 英文(Na),應用 英文,    應用 英文,應用 英文,111,295,1
4,哲學系 ,哲學系(Nc),哲學系,哲學系  ,哲學系,112,295,1
4,  日本語文,日本(Nc) 語文(Na),日本 語文,    日本 語文,日本 語文,113,295,1
4,中國文學系,中國(Nc) 文學系(Nc),中國 文學系,中國 文學系,中國 文學系,114,295,1
4,應用外語,應用(Na) 外語(Na),應用 外語,應用 外語,應用 外語,115,295,1
4,  外國語文,外國(Nc) 語文(Na),外國 語文,    外國 語文,外國 語文,116,295,1
4,中文系,中文系(Nc),中文系,中文系,中文系,117,295,1
4,中文系,中文系(Nc),中文系,中文系,中文系,118,295,1
4,  中國文學,中國(Nc) 文學(Na),中國 文學,    中國 文學,中國 文學,119,295,1
4,應用日文系 ,應用(Na) 日文系(Nc),應用 日文系,應用 日文系  ,應用 日文系,120,295,1
4,外文系,外文系(Nc),外文系,外文系,外文系,121,295,1
4,  應用外語,應用(Na) 外語(Na),應用 外語,    應用 外語,應用 外語,122,295,1
4,應用英語 ,應用(Na) 英語(Na),應用 英語,應用 英語  ,應用 英語,123,295,1
4,外文系,外文系(Nc),外文系,外文系,外文系,124,295,1
4,  日文,日文(Na),日文,    日文,日文,125,295,1
4,  日文,日文(Na),日文,    日文,日文,126,295,1
4,英語學系,英語(Na) 學系(Na),英語 學系,英語 學系,英語 學系,127,295,1
4,  英國語文,英國(Nc) 語文(Na),英國 語文,    英國 語文,英國 語文,128,295,1
4,應用外文系,應用(Na) 外文系(Nc),應用 外文系,應用 外文系,應用 外文系,129,295,1
4,  中文,中文(Na),中文,    中文,中文,130,295,1
4,法文系,法文系(Nc),法文系,法文系,法文系,131,295,1
4,西班牙語系,西班牙語系(Nc),西班牙語系,西班牙 語系,西班牙語系,132,295,1
4,  西班牙,西班牙(Nc),西班牙,    西班牙,西班牙,133,295,1
4,外語系,外語系(Nc),外語系,外語系,外語系,134,295,1
4,哲學系,哲學系(Nc),哲學系,哲學系,哲學系,135,295,1
4,應用外語系,應用(Na) 外語系(Nc),應用 外語系,應用 外 語系,應用 外語系,136,295,1
4,  日本語文,日本(Nc) 語文(Na),日本 語文,    日本 語文,日本 語文,137,295,1
4,  哲學,哲學(Na),哲學,    哲學,哲學,138,295,1
4,外國語文學系,外國(Nc) 語文(Na) 學系(Na),外國 語文 學系,外國語 文學系,外國 語文 學系,139,295,1
4,  外文,外文(Na),外文,    外文,外文,140,295,1
4,日文系,日文系(Nc),日文系,日文系,日文系,141,295,1
4,歷史學係,歷史學(Na),歷史學,歷史學 係,歷史學,142,295,1
4,哲學系 ,哲學系(Nc),哲學系,哲學系  ,哲學系,143,295,1
4,應用日語學系,應用(Na) 日語(Na) 學系(Na),應用 日語 學系,應用 日語 學系,應用 日語 學系,144,295,1
4,華語文系,華語文系(Nc),華語文系,華語 文系,華語文系,145,295,1
4,應用外語,應用(Na) 外語(Na),應用 外語,應用 外語,應用 外語,146,295,1
4,  歷史,歷史(Na),歷史,    歷史,歷史,147,295,1
4,  哲學,哲學(Na),哲學,    哲學,哲學,148,295,1
4,  語文,語文(Na),語文,    語文,語文,149,295,1
4,  應用英語,應用(Na) 英語(Na),應用 英語,    應用 英語,應用 英語,150,295,1
4,東亞語文學系,東亞(Nc) 語文(Na) 學系(Na),東亞 語文 學系,東亞語 文學系,東亞 語文 學系,151,295,1
4,英美語文學系,美語(Nc) 文學系(Na),美語 文學系,英美 語文學系,美語 文學系,152,295,1
4,  英文,英文(Na),英文,    英文,英文,153,295,1
4,應用外語 ,應用(Na) 外語(Na),應用 外語,應用 外語  ,應用 外語,154,295,1
4,應用外語系 ,應用(Na) 外語系(Nc),應用 外語系,應用 外 語系  ,應用 外語系,155,295,1
4,西班牙文系,西班牙文系(Nc),西班牙文系,西班牙文 系,西班牙文系,156,295,1
4,義大利文系,義大利文系(Nc),義大利文系,義大 利文 系,義大利文系,157,295,1
4,應用日文,應用(Na) 日文(Na),應用 日文,應用 日文,應用 日文,158,295,1
4,日本語文學系,日本(Nc) 語文(Na) 學系(Na),日本 語文 學系,日本 語文學系,日本 語文 學系,159,295,1
4,  應用日語,應用(Na) 日語(Na),應用 日語,    應用 日語,應用 日語,160,295,1
4,應用外語系,應用(Na) 外語系(Nc),應用 外語系,應用 外 語系,應用 外語系,161,295,1
4,中文系,中文系(Nc),中文系,中文系,中文系,162,295,1
4,應用外語系,應用(Na) 外語系(Nc),應用 外語系,應用 外 語系,應用 外語系,163,295,1
4,臺灣文化學系,臺灣(Nc) 文化(Na) 學系(Na),臺灣 文化 學系,臺 灣 文化 學系,臺灣 文化 學系,164,295,1
4,應用英語系,應用(Na) 英語系(Nc),應用 英語系,應用 英語系,應用 英語系,165,295,1
4,  日文與英文,日文(Na) 英文(Na),日文 英文,    日文 與 英文,日文 英文,166,295,1
4,  外語,外語(Na),外語,    外語,外語,167,295,1
4,  日文,日文(Na),日文,    日文,日文,168,295,1
4,應用外語系 ,應用(Na) 外語系(Nc),應用 外語系,應用 外 語系  ,應用 外語系,169,295,1
4,日文系,日文系(Nc),日文系,日文系,日文系,170,295,1
4,  英文,英文(Na),英文,    英文,英文,171,295,1
4,翻譯系,翻譯系(Nc),翻譯系,翻譯系,翻譯系,172,295,1
4,日文,日文(Na),日文,日文,日文,173,295,1
4,人文學系,人文學系(Na),人文學系,人文 學系,人文學系,174,295,1
4,中文系 ,中文系(Nc),中文系,中文系  ,中文系,175,295,1
4,應用日文系 ,應用(Na) 日文系(Nc),應用 日文系,應用 日文系  ,應用 日文系,176,295,1
4,英國語文 ,英國(Nc) 語文(Na),英國 語文,英國 語文  ,英國 語文,177,295,1
4,  英國語文,英國(Nc) 語文(Na),英國 語文,    英國 語文,英國 語文,178,295,1
4,日本語文學系,日本(Nc) 語文(Na) 學系(Na),日本 語文 學系,日本 語文學系,日本 語文 學系,179,295,1
4,英文系,英文系(Nc),英文系,英文系,英文系,180,295,1
4,  應用英語,應用(Na) 英語(Na),應用 英語,    應用 英語,應用 英語,181,295,1
4,應用日語,應用(Na) 日語(Na),應用 日語,應用 日語,應用 日語,182,295,1
4,中文系,中文系(Nc),中文系,中文系,中文系,183,295,1
4,法文系 ,法文系(Nc),法文系,法文系  ,法文系,184,295,1
4,  應用英語,應用(Na) 英語(Na),應用 英語,    應用 英語,應用 英語,185,295,1
4,中國文學系,中國(Nc) 文學系(Nc),中國 文學系,中國 文學系,中國 文學系,186,295,1
4,中文系,中文系(Nc),中文系,中文系,中文系,187,295,1
4,應用外語系,應用(Na) 外語系(Nc),應用 外語系,應用 外 語系,應用 外語系,188,295,1
4,應用日文系,應用(Na) 日文系(Nc),應用 日文系,應用 日文系,應用 日文系,189,295,1
4,  英文,英文(Na),英文,    英文,英文,190,295,1
4,應用日語系 ,應用(Na) 日語系(Nc),應用 日語系,應用 日 語系  ,應用 日語系,191,295,1
4,中國文學 ,中國(Nc) 文學(Na),中國 文學,中國 文學  ,中國 文學,192,295,1
4,  應用外文,應用(Na) 外文(Na),應用 外文,    應用 外文,應用 外文,193,295,1
4,  國文,國文(Na),國文,    國文,國文,194,295,1
4,  應用外語,應用(Na) 外語(Na),應用 外語,    應用 外語,應用 外語,195,295,1
4,應用日語科系,應用(Na) 日語(Na) 科系(Na),應用 日語 科系,應用 日語 科系,應用 日語 科系,196,295,1
4,英國語文學系,英國(Nc) 語文(Na) 學系(Na),英國 語文 學系,英國語 文學系,英國 語文 學系,197,295,1
4,英國文學,英國(Nc) 文學(Na),英國 文學,英國 文學,英國 文學,198,295,1
4,  應用外語系,應用(Na) 外語系(Nc),應用 外語系,    應用 外 語系,應用 外語系,199,295,1
5,幼保系,幼保系(Nc),幼保系,幼保系,幼保系,1,219,1
5,幼兒保育系,幼兒(Na) 保育系(Nc),幼兒 保育系,幼兒 保育 系,幼兒 保育系,2,219,1
5,  經濟,經濟(Na),經濟,    經濟,經濟,3,219,1
5,  行政管理,行政(Na) 管理(VC),行政 管理,    行政 管理,行政 管理,4,219,1
